Date,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry,year,month,week_of_year,quarter,season,month_sin,month_cos,week_of_year_sin,week_of_year_cos,quarter_sin,quarter_cos,season_sin,season_cos
2009-06-21,0.003076923076923,0.4122738001573567,0.7401433691756271,0.3571678251551495,0.1119999999999998,2009,6,25,2,3,1.2246467991473532e-16,-1.0,0.12875063285905658,-0.9916770011139677,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2009-06-28,0.0,0.4216168371361137,0.5851254480286738,0.5811791941962876,0.1360000000000001,2009,6,26,2,3,1.2246467991473532e-16,-1.0,0.00860957184777772,-0.9999629369494641,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2009-07-05,0.0051282051282051,0.4304681353265149,0.71415770609319,0.5970408403005001,0.1679999999999999,2009,7,27,3,3,-0.4999999999999997,-0.8660254037844388,-0.11165634974847528,-0.9937468790194243,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2009-07-12,0.0,0.4329268292682928,0.7316308243727598,0.457197050008882,0.2479999999999997,2009,7,28,3,3,-0.4999999999999997,-0.8660254037844388,-0.23030297164060748,-0.9731189758983767,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2009-07-19,0.0133333333333333,0.4113886703383167,0.8118279569892473,0.3381831309559964,0.1119999999999998,2009,7,29,3,3,-0.4999999999999997,-0.8660254037844388,-0.34560961748412156,-0.9383783843964434,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2009-07-26,0.0,0.3945712037765541,0.8373655913978494,0.3568010818926244,0.1119999999999998,2009,7,30,3,3,-0.4999999999999997,-0.8660254037844388,-0.45590404904161974,-0.8900289310283438,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2009-08-02,0.0,0.3773603461841071,0.8566308243727598,0.4022084820840184,0.0799999999999998,2009,8,31,3,3,-0.8660254037844385,-0.5000000000000004,-0.5595867178701383,-0.8287718052536092,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2009-08-09,0.4841025641025641,0.3884736428009447,0.7258064516129032,0.6364141677506605,0.1360000000000001,2009,8,32,3,3,-0.8660254037844385,-0.5000000000000004,-0.6551539628224615,-0.7554953904545181,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2009-08-16,0.0,0.3927025963808028,0.8028673835125446,0.5716667908245419,0.1520000000000001,2009,8,33,3,3,-0.8660254037844385,-0.5000000000000004,-0.7412198169399385,-0.6712623801283102,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2009-08-23,0.0,0.3737214791502758,0.846774193548387,0.3031247672039836,0.1520000000000001,2009,8,34,3,3,-0.8660254037844385,-0.5000000000000004,-0.8165361074816421,-0.5772943661415104,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2009-08-30,0.0,0.3657553107789146,0.8243727598566307,0.2866900847520757,0.1119999999999998,2009,8,35,3,3,-0.8660254037844385,-0.5000000000000004,-0.8800105575885815,-0.4749541225556778,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2009-09-06,0.0,0.3629032258064517,0.7885304659498208,0.2975548539043831,0.1119999999999998,2009,9,36,3,4,-1.0,-1.8369701987210297e-16,-0.9307226270630066,-0.3657258419539638,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2009-09-13,0.0,0.3611329661683717,0.6196236559139784,0.3643995438630671,0.1119999999999998,2009,9,37,3,4,-1.0,-1.8369701987210297e-16,-0.9679368625314166,-0.25119361089175307,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2009-09-20,0.1394871794871794,0.3656569630212434,0.6021505376344085,0.3925470892618716,0.1199999999999998,2009,9,38,3,4,-1.0,-1.8369701987210297e-16,-0.9911135633801081,-0.13301843663186058,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2009-09-27,0.0,0.3617230527143984,0.642921146953405,0.3322923173016863,0.1119999999999998,2009,9,39,3,4,-1.0,-1.8369701987210297e-16,-0.9999166087802047,-0.012914158334750212,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2009-10-04,0.0,0.3491345397324945,0.5887096774193548,0.2339650104006096,0.072,2009,10,40,4,4,-0.8660254037844386,0.5000000000000001,-0.9942183322904885,0.10737740794748105,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2009-10-11,0.001025641025641,0.3417584579071602,0.5994623655913978,0.2282518380140852,0.072,2009,10,41,4,4,-0.8660254037844386,0.5000000000000001,-0.9741013733439573,0.22611173001287738,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2009-10-18,0.1087179487179487,0.3437254130605827,0.3019713261648745,0.3342521016108051,0.0799999999999998,2009,10,42,4,4,-0.8660254037844386,0.5000000000000001,-0.9398574787668619,0.34156685964243905,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2009-10-25,0.0,0.3400865460267506,0.3776881720430107,0.2870682887415547,0.0879999999999998,2009,10,43,4,4,-0.8660254037844386,0.5000000000000001,-0.8919832717112371,0.4520684052080141,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2009-11-01,0.0,0.3244492525570419,0.3440860215053763,0.2181434768407357,0.1039999999999998,2009,11,44,4,4,-0.5000000000000004,0.8660254037844384,-0.8311730493621049,0.5560138145892599,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2009-11-08,0.1846153846153846,0.3263178599527929,0.2876344086021505,0.219914159155115,0.1119999999999998,2009,11,45,4,4,-0.5000000000000004,0.8660254037844384,-0.7583087138708365,0.65189561623588,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2009-11-15,0.0451282051282051,0.3206136900078682,0.2737455197132616,0.3394094287400651,0.1279999999999999,2009,11,46,4,4,-0.5000000000000004,0.8660254037844384,-0.6744469825416244,0.7383232813209251,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2009-11-22,0.0,0.3187450826121165,0.2992831541218637,0.3616432390306516,0.1119999999999998,2009,11,47,4,4,-0.5000000000000004,0.8660254037844384,-0.5808040627557254,0.814043389928598,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2009-11-29,0.1323076923076923,0.3141227380015738,0.3181003584229391,0.358376931848787,0.1279999999999999,2009,11,48,4,4,-0.5000000000000004,0.8660254037844384,-0.47873801388588705,0.8779578088157746,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2009-12-06,0.2256410256410256,0.3110739575137691,0.1971326164874552,0.3679351781283486,0.24,2009,12,49,4,1,-2.4492935982947064e-16,1.0,-0.3697290519978144,0.9291396171237116,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-13,0.0276923076923076,0.3078284815106218,0.2141577060931899,0.3271808330802421,0.2239999999999999,2009,12,50,4,1,-2.4492935982947064e-16,1.0,-0.2553580829703894,0.9668465490767848,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-20,0.122051282051282,0.3053697875688437,0.0698924731182795,0.3636259447936782,0.2799999999999998,2009,12,51,4,1,-2.4492935982947064e-16,1.0,-0.1372837753587243,0.9905317587151132,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2009-12-27,0.0789743589743589,0.3005507474429585,0.3042114695340501,0.401732861915431,0.496,2009,12,52,4,1,-2.4492935982947064e-16,1.0,-0.017218505501562464,0.9998517505451959,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2010-01-03,0.3630769230769231,0.3116640440597962,0.2903225806451612,0.5957056656103696,0.5919999999999999,2010,1,53,1,1,0.49999999999999994,0.8660254037844387,0.10309647627011931,0.9946713610940473,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-10,0.3712820512820513,0.319826907946499,0.193100358422939,0.6557999873932001,0.8719999999999999,2010,1,1,1,1,0.49999999999999994,0.8660254037844387,0.12020794657696499,0.9927487343632071,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-17,0.001025641025641,0.3272029897718336,0.0967741935483871,0.6494908572050724,0.488,2010,1,2,1,1,0.49999999999999994,0.8660254037844387,0.238672573649364,0.971100099159499,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-24,0.001025641025641,0.3392014162077106,0.0658602150537634,0.5708015059395215,0.3519999999999996,2010,1,3,1,1,0.49999999999999994,0.8660254037844387,0.3536758442582659,0.9353680543979481,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-01-31,0.1302564102564102,0.3571007081038557,0.0967741935483871,0.60477683099439,0.3599999999999999,2010,1,4,1,1,0.49999999999999994,0.8660254037844387,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-07,0.1989743589743589,0.3607395751376867,0.1066308243727598,0.5886917007145762,0.4399999999999999,2010,2,5,1,1,0.8660254037844386,0.5000000000000001,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-14,0.04,0.3708693941778129,0.0887096774193548,0.557042903231352,0.4799999999999997,2010,2,6,1,1,0.8660254037844386,0.5000000000000001,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-21,0.0174358974358974,0.3817859952793079,0.2661290322580645,0.5785317662699345,0.56,2010,2,7,1,1,0.8660254037844386,0.5000000000000001,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-02-28,0.003076923076923,0.397521636506688,0.336021505376344,0.6239277057343746,0.696,2010,2,8,1,1,0.8660254037844386,0.5000000000000001,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2010-03-07,0.0728205128205128,0.4158143194335173,0.228942652329749,0.6219278088809173,0.496,2010,3,9,1,2,1.0,6.123233995736766e-17,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2010-03-14,0.0697435897435897,0.4344020456333597,0.1478494623655914,0.5368720237924689,0.4880000000000002,2010,3,10,1,2,1.0,6.123233995736766e-17,0.9338368745561365,0.35769916371054955,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2010-03-21,0.0,0.4482690794649884,0.2777777777777777,0.5379837143069983,0.4239999999999997,2010,3,11,1,2,1.0,6.123233995736766e-17,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2010-03-28,0.0,0.4729543666404407,0.3978494623655914,0.5151768676687161,0.3599999999999999,2010,3,12,1,2,1.0,6.123233995736766e-17,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2010-04-04,0.0,0.4899685287175455,0.3517025089605735,0.5100023494490256,0.3119999999999998,2010,4,13,2,2,0.8660254037844387,-0.4999999999999998,0.9999907341944384,0.004304825811567806,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-04-11,0.0461538461538461,0.5063926042486235,0.3382616487455196,0.6094356165011547,0.4000000000000001,2010,4,14,2,2,0.8660254037844387,-0.4999999999999998,0.9932570100176431,-0.11593322237741702,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-04-18,0.0092307692307692,0.5186860739575143,0.3458781362007168,0.6038026692033076,0.2719999999999998,2010,4,15,2,2,0.8660254037844387,-0.4999999999999998,0.9721185449903587,-0.23448994538322554,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-04-25,0.0,0.5255704169944928,0.4466845878136201,0.5719418482714358,0.3359999999999998,2010,4,16,2,2,0.8660254037844387,-0.4999999999999998,0.9368819003627187,-0.34964597062277286,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-05-02,0.0,0.5312745869394182,0.5340501792114695,0.5405050742368587,0.24,2010,5,17,2,2,0.49999999999999994,-0.8660254037844387,0.8880580966754119,-0.45973124423867995,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-05-09,0.0697435897435897,0.5478953579858381,0.4484767025089605,0.5976998321003499,0.3199999999999996,2010,5,18,2,2,0.49999999999999994,-0.8660254037844387,0.8263552026683089,-0.5631492511075711,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-05-16,0.5887179487179488,0.5570416994492526,0.4444444444444444,0.6338698863668921,0.5279999999999998,2010,5,19,2,2,0.49999999999999994,-0.8660254037844387,0.7526680664914184,-0.6584001683505782,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-05-23,0.0379487179487179,0.5621557828481516,0.4784946236559139,0.5882676538172815,0.5199999999999998,2010,5,20,2,2,0.49999999999999994,-0.8660254037844387,0.6680653381416068,-0.744102616561547,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-05-30,0.0,0.5721872541306063,0.6196236559139784,0.4770871416373938,0.3359999999999998,2010,5,21,2,2,0.49999999999999994,-0.8660254037844387,0.5737739713325976,-0.819013693305075,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2010-06-06,0.0092307692307692,0.5835955940204569,0.582437275985663,0.552647714444527,0.3279999999999998,2010,6,22,2,3,1.2246467991473532e-16,-1.0,0.47116142956036844,-0.8820469983479509,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2010-06-13,0.0,0.5725806451612907,0.7459677419354838,0.4449799150760132,0.1439999999999999,2010,6,23,2,3,1.2246467991473532e-16,-1.0,0.3617158544210324,-0.9322883892125132,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2010-06-20,0.0225641025641025,0.5742525570416996,0.6599462365591398,0.5269126520695206,0.2319999999999999,2010,6,24,2,3,1.2246467991473532e-16,-1.0,0.24702448379080302,-0.9690092385565203,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2010-06-27,0.1579487179487179,0.5882179386309996,0.6008064516129032,0.6195611687649347,0.1999999999999997,2010,6,25,2,3,1.2246467991473532e-16,-1.0,0.12875063285905658,-0.9916770011139677,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2010-07-04,0.0,0.570613690007868,0.7782258064516129,0.4634030336544246,0.1119999999999998,2010,7,26,3,3,-0.4999999999999997,-0.8660254037844388,0.00860957184777772,-0.9999629369494641,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-07-11,0.0,0.5483870967741937,0.814964157706093,0.4506300534642911,0.1119999999999998,2010,7,27,3,3,-0.4999999999999997,-0.8660254037844388,-0.11165634974847528,-0.9937468790194243,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-07-18,0.0,0.5273406766325726,0.8844086021505375,0.403950512581013,0.1119999999999998,2010,7,28,3,3,-0.4999999999999997,-0.8660254037844388,-0.23030297164060748,-0.9731189758983767,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-07-25,0.0,0.5080645161290325,0.843189964157706,0.3902835956884742,0.1119999999999998,2010,7,29,3,3,-0.4999999999999997,-0.8660254037844388,-0.34560961748412156,-0.9383783843964434,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-08-01,0.0,0.5122934697088912,0.663978494623656,0.6224263505034124,0.1119999999999998,2010,8,30,3,3,-0.8660254037844385,-0.5000000000000004,-0.45590404904161974,-0.8900289310283438,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-08-08,0.0205128205128205,0.5097364280094416,0.7137096774193548,0.4372668458360313,0.1119999999999998,2010,8,31,3,3,-0.8660254037844385,-0.5000000000000004,-0.5595867178701383,-0.8287718052536092,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-08-15,0.1579487179487179,0.5027537372147921,0.7383512544802867,0.5090797609292357,0.1119999999999998,2010,8,32,3,3,-0.8660254037844385,-0.5000000000000004,-0.6551539628224615,-0.7554953904545181,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-08-22,0.0,0.505310778914241,0.7580645161290323,0.4146949441003043,0.1119999999999998,2010,8,33,3,3,-0.8660254037844385,-0.5000000000000004,-0.7412198169399385,-0.6712623801283102,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-08-29,0.0,0.4994099134539735,0.8136200716845879,0.4423725996939984,0.1119999999999998,2010,8,34,3,3,-0.8660254037844385,-0.5000000000000004,-0.8165361074816421,-0.5772943661415104,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-09-05,0.0,0.500393391030685,0.6267921146953402,0.4961176787443626,0.1119999999999998,2010,9,35,3,4,-1.0,-1.8369701987210297e-16,-0.8800105575885815,-0.4749541225556778,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2010-09-12,0.1364102564102564,0.49911487018096,0.621863799283154,0.4833962718255218,0.1119999999999998,2010,9,36,3,4,-1.0,-1.8369701987210297e-16,-0.9307226270630066,-0.3657258419539638,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2010-09-19,0.0092307692307692,0.5010818253343825,0.6281362007168458,0.501842311857841,0.1599999999999999,2010,9,37,3,4,-1.0,-1.8369701987210297e-16,-0.9679368625314166,-0.25119361089175307,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2010-09-26,0.003076923076923,0.5061959087332812,0.5259856630824372,0.5296460354480284,0.1360000000000001,2010,9,38,3,4,-1.0,-1.8369701987210297e-16,-0.9911135633801081,-0.13301843663186058,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2010-10-03,0.0112820512820512,0.49822974036192,0.4816308243727598,0.451672979617097,0.1279999999999999,2010,10,39,4,4,-0.8660254037844386,0.5000000000000001,-0.9999166087802047,-0.012914158334750212,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2010-10-10,0.0912820512820512,0.5005900865460269,0.4959677419354839,0.460010658476067,0.2239999999999999,2010,10,40,4,4,-0.8660254037844386,0.5000000000000001,-0.9942183322904885,0.10737740794748105,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2010-10-17,0.0,0.5064909520062946,0.4332437275985663,0.522379934559249,0.1360000000000001,2010,10,41,4,4,-0.8660254037844386,0.5000000000000001,-0.9741013733439573,0.22611173001287738,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2010-10-24,0.0,0.5004917387883558,0.3624551971326164,0.4317427754442462,0.1199999999999998,2010,10,42,4,4,-0.8660254037844386,0.5000000000000001,-0.9398574787668619,0.34156685964243905,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2010-10-31,0.0,0.4992132179386315,0.3225806451612902,0.5060483986499262,0.1679999999999999,2010,10,43,4,4,-0.8660254037844386,0.5000000000000001,-0.8919832717112371,0.4520684052080141,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2010-11-07,0.1784615384615384,0.5035405192761608,0.3933691756272401,0.5485676956489349,0.1759999999999999,2010,11,44,4,4,-0.5000000000000004,0.8660254037844384,-0.8311730493621049,0.5560138145892599,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2010-11-14,0.2605128205128205,0.5088512981904014,0.3485663082437276,0.5416626076592037,0.2879999999999998,2010,11,45,4,4,-0.5000000000000004,0.8660254037844384,-0.7583087138708365,0.65189561623588,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2010-11-21,0.3897435897435897,0.5051140833988987,0.3122759856630824,0.5621314659988883,0.2959999999999996,2010,11,46,4,4,-0.5000000000000004,0.8660254037844384,-0.6744469825416244,0.7383232813209251,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2010-11-28,0.0738461538461538,0.509146341463415,0.1913082437275985,0.6045132342744499,0.6319999999999997,2010,11,47,4,4,-0.5000000000000004,0.8660254037844384,-0.5808040627557254,0.814043389928598,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2010-12-05,0.3333333333333333,0.5054091266719121,0.1984767025089605,0.402798709522145,1.0,2010,12,48,4,1,-2.4492935982947064e-16,1.0,-0.47873801388588705,0.8779578088157746,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2010-12-12,0.0,0.5310778914240759,0.3015232974910394,0.4978539788778799,0.4159999999999999,2010,12,49,4,1,-2.4492935982947064e-16,1.0,-0.3697290519978144,0.9291396171237116,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2010-12-19,0.0748717948717948,0.5559598741148706,0.0201612903225806,0.4949429542315868,0.3839999999999997,2010,12,50,4,1,-2.4492935982947064e-16,1.0,-0.2553580829703894,0.9668465490767848,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2010-12-26,0.0,0.5869394177812748,0.2755376344086021,0.6034244652138285,0.488,2010,12,51,4,1,-2.4492935982947064e-16,1.0,-0.1372837753587243,0.9905317587151132,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2011-01-02,0.0,0.6060188827694735,0.1066308243727598,0.6088625801534591,0.4640000000000002,2011,1,52,1,1,0.49999999999999994,0.8660254037844387,-0.017218505501562464,0.9998517505451959,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2011-01-09,0.003076923076923,0.6267702596380806,0.1698028673835125,0.5814198694623198,0.3519999999999996,2011,1,1,1,1,0.49999999999999994,0.8660254037844387,0.12020794657696499,0.9927487343632071,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
