Date,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry,year,month,day,day_of_year,week_of_year,quarter,season,month_sin,month_cos,day_sin,day_cos,day_of_year_sin,day_of_year_cos,week_of_year_sin,week_of_year_cos,quarter_sin,quarter_cos,season_sin,season_cos
2009-01-15,0.0,0.21492128678987,0.3133514986376021,0.6548933038999265,0.2173913043478259,2009,1,15,15,3,1,1,0.49999999999999994,0.8660254037844387,5.66553889764798e-16,-1.0,0.255353295116187,0.9668478136052775,0.3536758442582659,0.9353680543979481,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-16,0.0,0.2121834360027379,0.2397820163487738,0.4065489330389993,0.2173913043478259,2009,1,16,16,3,1,1,0.49999999999999994,0.8660254037844387,-0.20791169081775907,-0.9781476007338057,0.2719581575341055,0.9623090774541486,0.3536758442582659,0.9353680543979481,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-17,0.0,0.207392197125257,0.1444141689373297,0.4238410596026492,0.2173913043478259,2009,1,17,17,3,1,1,0.49999999999999994,0.8660254037844387,-0.4067366430758002,-0.9135454576426009,0.288482432880609,0.9574851883550393,0.3536758442582659,0.9353680543979481,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-18,0.0014858841010401,0.2258726899383982,0.2752043596730245,0.729580573951435,0.2173913043478259,2009,1,18,18,3,1,1,0.49999999999999994,0.8660254037844387,-0.587785252292473,-0.8090169943749475,0.30492122465628907,0.9523775757303974,0.3536758442582659,0.9353680543979481,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-19,0.0014858841010401,0.2347707049965777,0.3814713896457765,0.7831962004147436,0.2173913043478259,2009,1,19,19,4,1,1,0.49999999999999994,0.8660254037844387,-0.743144825477394,-0.6691306063588585,0.3212696616923644,0.9469877530760753,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-20,0.0,0.239561943874059,0.430517711171662,0.7005485316743596,0.2173913043478259,2009,1,20,20,4,1,1,0.49999999999999994,0.8660254037844387,-0.8660254037844385,-0.5000000000000004,0.3375228995941133,0.9413173175128471,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-21,0.0,0.2416153319644078,0.3569482288828337,0.7528262760050841,0.2173913043478259,2009,1,21,21,4,1,1,0.49999999999999994,0.8660254037844387,-0.9510565162951535,-0.30901699437494756,0.3536761221763716,0.9353679493131483,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-22,0.0,0.2436687200547571,0.3106267029972752,0.732189444109974,0.2173913043478259,2009,1,22,22,4,1,1,0.49999999999999994,0.8660254037844387,-0.9945218953682733,-0.10452846326765423,0.3697245428906731,0.9291414114031743,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-23,0.0,0.2484599589322385,0.2643051771117166,0.6948959796641917,0.2173913043478259,2009,1,23,23,4,1,1,0.49999999999999994,0.8660254037844387,-0.9945218953682734,0.10452846326765299,0.38566340624360707,0.9226395488404876,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-24,0.0,0.2559890485968514,0.326975476839237,0.6785403705933508,0.2608695652173911,2009,1,24,24,4,1,1,0.49999999999999994,0.8660254037844387,-0.9510565162951536,0.30901699437494723,0.401487989205973,0.9158642882672872,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-25,0.0609212481426448,0.2511978097193705,0.2724795640326975,0.7037928958458761,0.3478260869565217,2009,1,25,25,4,1,1,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0.4171936026123168,0.9088176373395029,0.46354991987510047,0.8860708051751779,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-26,0.0,0.2559890485968514,0.2043596730245231,0.7526924877918256,0.3478260869565217,2009,1,26,26,5,1,1,0.49999999999999994,0.8660254037844387,-0.743144825477394,0.6691306063588585,0.4327755925504312,0.901501684131884,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-27,0.0,0.2566735112936347,0.2588555858310626,0.6541574687270053,0.3913043478260869,2009,1,27,27,5,1,1,0.49999999999999994,0.8660254037844387,-0.5877852522924734,0.8090169943749473,0.4482293417404106,0.893918596519257,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-28,0.0,0.2566735112936347,0.2534059945504087,0.6711151247575089,0.3478260869565217,2009,1,28,28,5,1,1,0.49999999999999994,0.8660254037844387,-0.40673664307580015,0.913545457642601,0.4635502709028509,0.886070621534138,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-29,0.0,0.2587268993839835,0.2261580381471389,0.6902468392534618,0.3478260869565217,2009,1,29,29,5,1,1,0.49999999999999994,0.8660254037844387,-0.20791169081775898,0.9781476007338057,0.47873384011578846,0.8779600847008882,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-30,0.0,0.2587268993839835,0.2779291553133515,0.6102414877249316,0.3043478260869565,2009,1,30,30,5,1,1,0.49999999999999994,0.8660254037844387,-1.133107779529596e-15,1.0,0.49377555015997715,0.869589389346611,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-01-31,0.0,0.2635181382614648,0.1825613079019073,0.5882667736972373,0.3043478260869565,2009,1,31,31,5,1,1,0.49999999999999994,0.8660254037844387,0.2079116908177585,0.9781476007338058,0.5086709438521044,0.8609610158889943,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-01,0.0,0.271731690622861,0.2043596730245231,0.7492139942471069,0.3043478260869565,2009,2,1,32,5,1,1,0.8660254037844386,0.5000000000000001,0.20791169081775931,0.9781476007338057,0.5234156073655503,0.8520775211013093,0.5667013482820781,0.8239232863897432,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-02,0.0,0.2737850787132103,0.2288828337874659,0.6450933172787479,0.2608695652173911,2009,2,2,33,6,1,1,0.8660254037844386,0.5000000000000001,0.40673664307580015,0.9135454576426009,0.5380051715382996,0.8429415373547828,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-03,0.0430906389301634,0.2737850787132103,0.3487738419618528,0.5107699511673023,0.3043478260869565,2009,2,3,34,6,1,1,0.8660254037844386,0.5000000000000001,0.5877852522924731,0.8090169943749475,0.5524353131676196,0.8335557718385699,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-04,0.1040118870728083,0.2778918548939084,0.3378746594005449,0.7260686333534017,0.3043478260869565,2009,2,4,35,6,1,1,0.8660254037844386,0.5000000000000001,0.7431448254773941,0.6691306063588582,0.5667017562911176,0.8239230057575542,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-05,0.0014858841010401,0.2765229295003424,0.4114441416893732,0.5790019399290922,0.3043478260869565,2009,2,5,36,6,1,1,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,0.5808002734538009,0.8140460935082178,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-06,0.0,0.2854209445585218,0.3869209809264304,0.6351595424443107,0.4347826086956521,2009,2,6,37,6,1,1,0.8660254037844386,0.5000000000000001,0.9510565162951535,0.30901699437494745,0.5947266869607634,0.8039279618328213,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-07,0.0,0.2881587953456539,0.3542234332425067,0.6160612750016725,0.4347826086956521,2009,2,7,38,6,1,1,0.8660254037844386,0.5000000000000001,0.9945218953682733,0.10452846326765346,0.6084768701151261,0.7935716089521474,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-08,0.0059435364041604,0.2895277207392199,0.2915531335149863,0.6790420763930699,0.4782608695652173,2009,2,8,39,6,1,1,0.8660254037844386,0.5000000000000001,0.9945218953682734,-0.10452846326765333,0.6220467484408675,0.7829801036770629,0.6616341726628118,0.7498267943764056,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-09,0.0,0.2847364818617386,0.2724795640326975,0.7202488460766607,0.4347826086956521,2009,2,9,40,7,1,1,0.8660254037844386,0.5000000000000001,0.9510565162951536,-0.30901699437494734,0.6354323008901774,0.7721565844991642,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-10,0.0,0.290896646132786,0.3051771117166212,0.6722188775168908,0.3913043478260869,2009,2,10,41,7,1,1,0.8660254037844386,0.5000000000000001,0.8660254037844387,-0.4999999999999998,0.6486295610349814,0.7611042586607747,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-11,0.0416047548291233,0.290896646132786,0.2588555858310626,0.5867282092447657,0.4347826086956521,2009,2,11,42,7,1,1,0.8660254037844386,0.5000000000000001,0.7431448254773945,-0.6691306063588579,0.6616346182422783,0.7498264012045686,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-12,0.0,0.2915811088295688,0.1934604904632152,0.6684393604923408,0.3913043478260869,2009,2,12,43,7,1,1,0.8660254037844386,0.5000000000000001,0.5877852522924732,-0.8090169943749473,0.6744436188329455,0.7383263540031065,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-13,0.0,0.2915811088295688,0.1498637602179836,0.6217807211184695,0.3913043478260869,2009,2,13,44,7,1,1,0.8660254037844386,0.5000000000000001,0.40673664307580004,-0.913545457642601,0.6870527672236669,0.7266075247685656,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-14,0.0,0.2929500342231348,0.1198910081743869,0.5622449662184763,0.3478260869565217,2009,2,14,45,7,1,1,0.8660254037844386,0.5000000000000001,0.20791169081775931,-0.9781476007338057,0.699458327051647,0.7146733860429609,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-15,0.0,0.292265571526352,0.1471389645776566,0.635560907084086,0.3478260869565217,2009,2,15,46,7,1,1,0.8660254037844386,0.5000000000000001,5.66553889764798e-16,-1.0,0.7116566222817746,0.7025274741691571,0.7469716267628299,0.6648559158278518,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-16,0.0,0.2950034223134841,0.106267029972752,0.5668272125225768,0.3043478260869565,2009,2,16,47,8,1,1,0.8660254037844386,0.5000000000000001,-0.20791169081775907,-0.9781476007338057,0.7236440382959124,0.6901733882429719,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-17,0.0,0.3059548254620123,0.1335149863760217,0.7142952705866614,0.3043478260869565,2009,2,17,48,8,1,1,0.8660254037844386,0.5000000000000001,-0.4067366430758002,-0.9135454576426009,0.7354170229639855,0.6776147890466889,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-18,0.0118870728083209,0.3073237508555786,0.1444141689373297,0.6880727807880126,0.3043478260869565,2009,2,18,49,8,1,1,0.8660254037844386,0.5000000000000001,-0.587785252292473,-0.8090169943749475,0.7469720876965552,0.6648553979642865,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-19,0.0,0.3073237508555786,0.1307901907356948,0.6377015184962206,0.3043478260869565,2009,2,19,50,8,1,1,0.8660254037844386,0.5000000000000001,-0.743144825477394,-0.6691306063588585,0.7583058084785624,0.6518989958787126,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-20,0.0,0.3080082135523614,0.1852861035422343,0.6471670345842532,0.2608695652173911,2009,2,20,51,8,1,1,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,0.7694148268839378,0.6387494220515272,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-21,0.0,0.3100616016427107,0.2070844686648501,0.5427118870827481,0.2608695652173911,2009,2,21,52,8,1,1,0.8660254037844386,0.5000000000000001,-0.9510565162951535,-0.30901699437494756,0.7802958510707755,0.6254105729852463,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-22,0.0,0.3148528405201918,0.1934604904632152,0.6907485450531808,0.2608695652173911,2009,2,22,53,8,1,1,0.8660254037844386,0.5000000000000001,-0.9945218953682733,-0.10452846326765423,0.7909456567567772,0.6118864012687243,0.8214761014852389,0.5702429435675759,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-23,0.0,0.3210130047912389,0.2343324250681198,0.6378687537627936,0.2608695652173911,2009,2,23,54,9,1,1,0.8660254037844386,0.5000000000000001,-0.9945218953682734,0.10452846326765299,0.8013610881746766,0.5981809144059165,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-24,0.0,0.3216974674880219,0.2806539509536784,0.6701117131580708,0.2608695652173911,2009,2,24,55,9,1,1,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723,0.8115390590073611,0.5842981736283684,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-25,0.0,0.3203285420944559,0.2370572207084468,0.6947956385042479,0.2608695652173911,2009,2,25,56,9,1,1,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0.8214765533024142,0.5702422926917871,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-26,0.0,0.323750855578371,0.2343324250681198,0.5846210448859457,0.2608695652173911,2009,2,26,57,9,1,1,0.8660254037844386,0.5000000000000001,-0.743144825477394,0.6691306063588585,0.8311706263658079,0.5560174366570446,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-27,0.0,0.3258042436687203,0.329700272479564,0.4790286975717439,0.2608695652173911,2009,2,27,58,9,1,1,0.8660254037844386,0.5000000000000001,-0.5877852522924734,0.8090169943749473,0.8406184056344782,0.5416278206559814,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-02-28,0.0,0.3230663928815882,0.3051771117166212,0.4512341962673087,0.2173913043478259,2009,2,28,59,9,1,1,0.8660254037844386,0.5000000000000001,-0.40673664307580015,0.913545457642601,0.8498170915275278,0.5270777086423722,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2009-03-01,0.0,0.3285420944558523,0.2970027247956402,0.5892367382433608,0.2608695652173911,2009,3,1,60,9,1,2,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,0.8587639582758029,0.5123714121284237,0.8840670933553547,0.4673600051846697,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-02,0.0,0.3326488706365502,0.3433242506811989,0.5520436149575223,0.2608695652173911,2009,3,2,61,10,1,2,1.0,6.123233995736766e-17,0.40673664307580015,0.9135454576426009,0.8674563547295969,0.49751328890718066,0.9338368745561365,0.35769916371054955,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-03,0.050520059435364,0.3326488706365502,0.3760217983651225,0.4875576961669676,0.2608695652173911,2009,3,3,62,10,1,2,1.0,6.123233995736766e-17,0.5877852522924731,0.8090169943749475,0.8758917051442429,0.48250774176121847,0.9338368745561365,0.35769916371054955,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-04,0.0965824665676077,0.3422313483915127,0.3732970027247956,0.5939193257074051,0.3043478260869565,2009,3,4,63,10,1,2,1.0,6.123233995736766e-17,0.7431448254773941,0.6691306063588582,0.8840675099433636,0.4673592171580022,0.9338368745561365,0.35769916371054955,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-05,0.1337295690936107,0.3511293634496921,0.2997275204359673,0.509933774834437,0.2173913043478259,2009,3,5,64,10,1,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0.8919813464595485,0.45207220393230435,0.9338368745561365,0.35769916371054955,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-06,0.0,0.346338124572211,0.3051771117166212,0.4864873904609006,0.1739130434782608,2009,3,6,65,10,1,2,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745,0.8996308696522433,0.43665123195606403,0.9338368745561365,0.35769916371054955,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-07,0.0,0.3388090349075976,0.3569482288828337,0.4365843869155128,0.3478260869565217,2009,3,7,66,10,1,2,1.0,6.123233995736766e-17,0.9945218953682733,0.10452846326765346,0.9070138128026359,0.4211008707960896,0.9338368745561365,0.35769916371054955,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-08,0.0,0.3381245722108146,0.3542234332425067,0.5356211117800522,0.4347826086956521,2009,3,8,67,10,1,2,1.0,6.123233995736766e-17,0.9945218953682734,-0.10452846326765333,0.9141279881853337,0.40542572835999735,0.9338368745561365,0.35769916371054955,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-09,0.0074294205052005,0.3422313483915127,0.3651226158038146,0.5757910228108905,0.3043478260869565,2009,3,9,68,11,1,2,1.0,6.123233995736766e-17,0.9510565162951536,-0.30901699437494734,0.9209712877166346,0.38963044953078796,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-10,0.0,0.3422313483915127,0.2997275204359673,0.5435480634156131,0.2173913043478259,2009,3,10,69,11,1,2,1.0,6.123233995736766e-17,0.8660254037844387,-0.4999999999999998,0.9275416835791966,0.37371971479046906,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-11,0.0401188707280832,0.344284736481862,0.3569482288828337,0.463609605993712,0.1739130434782608,2009,3,11,70,11,1,2,1.0,6.123233995736766e-17,0.7431448254773945,-0.6691306063588579,0.9338372288229252,0.35769823883312546,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-12,0.0,0.3415468856947299,0.318801089918256,0.4189577898187171,0.4347826086956521,2009,3,12,71,11,1,2,1.0,6.123233995736766e-17,0.5877852522924732,-0.8090169943749473,0.9398560579418954,0.3415707691678556,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-13,0.0,0.344284736481862,0.3215258855585831,0.4216670011371999,0.3043478260869565,2009,3,13,72,11,1,2,1.0,6.123233995736766e-17,0.40673664307580004,-0.913545457642601,0.9455963874271426,0.3253420847119801,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-14,0.0,0.346338124572211,0.3814713896457765,0.4487925613753427,0.3043478260869565,2009,3,14,73,11,1,2,1.0,6.123233995736766e-17,0.20791169081775931,-0.9781476007338057,0.9510565162951535,0.30901699437494745,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-15,0.0,0.3518138261464751,0.4141689373297002,0.6262626262626263,0.3043478260869565,2009,3,15,74,11,1,2,1.0,6.123233995736766e-17,5.66553889764798e-16,-1.0,0.9562348265919056,0.29260033563334836,0.9700636572792403,0.24285077892818172,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-16,0.0,0.3490759753593431,0.433242506811989,0.4546792427587129,0.2608695652173911,2009,3,16,75,12,1,2,1.0,6.123233995736766e-17,-0.20791169081775907,-0.9781476007338057,0.9611297838723007,0.27609697309746883,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-17,0.0,0.3490759753593431,0.3760217983651225,0.4409659508997257,0.2608695652173911,2009,3,17,76,12,1,2,1.0,6.123233995736766e-17,-0.4067366430758002,-0.9135454576426009,0.9657399376548549,0.2595117970697999,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-18,0.0,0.3538672142368242,0.3950953678474114,0.4057796508127633,0.2608695652173911,2009,3,18,77,12,1,2,1.0,6.123233995736766e-17,-0.587785252292473,-0.8090169943749475,0.9700639218515071,0.2428497220959356,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-19,0.0371471025260029,0.3613963039014374,0.3160762942779291,0.5293665128102214,0.2608695652173911,2009,3,19,78,12,1,2,1.0,6.123233995736766e-17,-0.743144825477394,-0.6691306063588585,0.9741004551724205,0.22611568550828828,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-20,0.013372956909361,0.3634496919917866,0.2288828337874659,0.6102080406716168,0.2608695652173911,2009,3,20,79,12,1,2,1.0,6.123233995736766e-17,-0.8660254037844385,-0.5000000000000004,0.9778483415056568,0.20931464596304847,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-21,0.0,0.3661875427789187,0.1716621253405994,0.5829486922202154,0.3043478260869565,2009,3,21,80,12,1,2,1.0,6.123233995736766e-17,-0.9510565162951535,-0.30901699437494756,0.9813064702716093,0.19245158197082998,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-22,0.0,0.3689253935660508,0.2615803814713896,0.5886681383370125,0.3478260869565217,2009,3,22,81,12,1,2,1.0,6.123233995736766e-17,-0.9945218953682733,-0.10452846326765423,0.9844738167520922,0.1755314904214282,0.9922220614752829,0.12448044312959303,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-23,0.0,0.3723477070499659,0.3024523160762942,0.5063214930764601,0.3478260869565217,2009,3,23,82,13,1,2,1.0,6.123233995736766e-17,-0.9945218953682734,0.10452846326765299,0.9873494423939864,0.15855938510313475,0.9999907341944384,0.004304825811567806,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2009-03-24,0.0,0.3805612594113623,0.3405994550408719,0.6184025687336947,0.3913043478260869,2009,3,24,83,13,1,2,1.0,6.123233995736766e-17,-0.9510565162951536,0.30901699437494723,0.989932495087353,0.141540295217043,0.9999907341944384,0.004304825811567806,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
