Date,Rainfall,Depth_to_Groundwater,Temperature,Drainage_Volume,River_Hydrometry,year,month,quarter,season,month_sin,month_cos,quarter_sin,quarter_cos,season_sin,season_cos
2010-07-31,0.0,0.5319397504273609,0.8829599798640826,0.4583468486657884,0.1242531951901988,2010,7,3,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-08-31,0.0909090909090909,0.5074965253386474,0.8063176440976592,0.479857741472101,0.1242531951901988,2010,8,3,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2010-09-30,0.0757575757575757,0.5030179054349431,0.6083522107559359,0.5570093272343326,0.1500415941919382,2010,9,3,4,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2010-10-31,0.0522466039707419,0.503675151573622,0.3959224767178454,0.4830699774266365,0.1809725478333206,2010,10,4,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2010-11-30,0.4597701149425287,0.5090695444801874,0.2602231730849903,0.649167896837743,0.4829463813053012,2010,11,4,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2010-12-31,0.2079414838035527,0.5597747273785225,0.1042033727661716,0.5332228937595571,0.6460712395069197,2010,12,4,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2011-01-31,0.1300940438871473,0.6569371123981345,0.0682104203372766,0.6573548784282053,0.3896997655600089,2011,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2011-02-28,0.0977011494252873,0.7112253311964936,0.0908588328359282,0.8872291692869863,0.3653914715700994,2011,2,1,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2011-03-31,0.2701149425287356,0.7265810839737463,0.2199848980619179,0.6355891250670249,0.4895258262119033,2011,3,1,2,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2011-04-30,0.0303030303030303,0.7333540355817383,0.4365634700897727,0.6629618106352977,0.2320955910156545,2011,4,2,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2011-05-31,0.057471264367816,0.7218552430454013,0.5867102944877927,0.5185204186332855,0.1446721621417226,2011,5,2,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2011-06-30,0.0768025078369906,0.7036799753984933,0.7461993455826831,0.6178183936503312,0.1242531951901988,2011,6,2,3,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2011-07-31,0.1128526645768025,0.6444554655443235,0.7939843946639819,0.5395861329379135,0.1265219692959238,2011,7,3,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2011-08-31,0.0,0.6089325177049447,0.8808205386357917,0.448643943255463,0.1242531951901988,2011,8,3,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2011-09-30,0.2392894461859979,0.5639081423148933,0.7642755264703415,0.3295677962174721,0.0,2011,9,3,4,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2011-10-31,0.209508881922675,0.5319397504273606,0.4304052353385351,0.2506867995472088,0.0698026166528018,2011,10,4,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2011-11-30,0.0172413793103448,0.4936717447473069,0.1838870710630086,0.1511753374419941,0.1172199954624517,2011,11,4,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2011-12-31,0.1055381400208986,0.4597180474362878,0.1588220488295998,0.1309114409219995,0.1492097103531726,2011,12,4,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2012-01-31,0.0585161964472309,0.429214892353333,0.0372514472690661,0.1342817235193263,0.1378658398245482,2012,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2012-02-29,0.0047021943573667,0.3893154150417879,0.0084839910777055,0.1545083839192922,0.1654822970425093,2012,2,1,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2012-03-31,0.0,0.3652464522275518,0.3459602315630505,0.2252487372817961,0.1673599031989712,2012,3,1,2,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2012-04-30,0.1489028213166144,0.3436191349073074,0.3944290628408423,0.4015890721089876,0.2109959918324133,2012,4,2,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2012-05-31,0.0579937304075235,0.3481746345198937,0.528316133903851,0.6746853961592183,0.2422294486878924,2012,5,2,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2012-06-30,0.0491118077324973,0.3255021865493672,0.8321587381491736,0.4635268066965436,0.086742796642214,2012,6,2,3,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2012-07-31,0.0,0.192603455969031,0.9324188270828092,0.0,0.0539211979127276,2012,7,3,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2012-08-31,0.0,0.0661165496386648,0.9557009816259754,0.3171044531089677,0.0561899720184526,2012,8,3,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2012-09-30,0.0679205851619644,0.0290040007597522,0.6904102693178957,0.4590237185809893,0.0234439990924903,2012,9,3,4,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2012-10-31,0.0888192267502612,0.0,0.4974830103196577,0.031935351475874,0.0879528094986008,2012,10,4,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2012-11-30,0.2361546499477534,0.0290740969649099,0.3206938501552144,0.3246691777602721,0.5321787793995312,2012,11,4,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2012-12-31,0.128526645768025,0.1381121358389081,0.0704757110495847,0.5128539086341459,0.5712016940179991,2012,12,4,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2013-01-31,0.2680250783699059,0.2450653779014553,0.0732443996979612,0.5275911374724451,0.5802767904408981,2013,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2013-02-28,0.2230929989550679,0.3609445802820128,0.0645248283053468,0.650030119883757,0.6190890331781205,2013,2,1,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2013-03-31,0.3605015673981191,0.4888418900951801,0.2415051598288446,0.4296435924084651,0.6506087877183695,2013,3,1,2,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2013-04-30,0.1927899686520376,0.607975289957098,0.4690745867941941,0.4790104128740988,0.4055811843000831,2013,4,2,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2013-05-31,0.4096133751306165,0.6991983406042444,0.5079285174930783,0.5469390254397173,0.4691068592603795,2013,5,2,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2013-06-30,0.3244514106583072,0.7675376182967677,0.7018541823978521,0.4291173219120499,0.4688799818498073,2013,6,2,3,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2013-07-31,0.0219435736677116,0.8060385242713761,0.8488547696954443,0.460936827681166,0.1287907434016484,2013,7,3,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2013-08-31,0.0564263322884012,0.7772312451196459,0.8658444500377548,0.4639057876515096,0.1265219692959238,2013,8,3,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2013-09-30,0.2502612330198537,0.7528407806154598,0.6904102693178957,0.398136870047596,0.1547303940104363,2013,9,3,4,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2013-10-31,0.132183908045977,0.7503459586899697,0.5234080040271836,0.5463895858019503,0.3828934432428348,2013,10,4,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2013-11-30,0.609717868338558,0.7632150189787359,0.2896132225857874,0.612451427550095,0.7126975724117068,2013,11,4,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2013-12-31,0.0151515151515151,0.8187236762369343,0.0590234080040271,0.5797680437962969,0.4350752476745065,2013,12,4,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2014-01-31,0.5595611285266457,0.8481640824029884,0.1409514220991694,0.5856844495343003,0.4418815699916811,2014,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2014-02-28,0.473876698014629,0.8795563610098849,0.2544361943116033,0.6646978412980014,0.7622648847786866,2014,2,1,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2014-03-31,0.1954022988505747,0.9739980764998326,0.2899572111754341,0.5721751851876369,0.4827195038947289,2014,3,1,2,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2014-04-30,0.4968652037617554,1.0,0.4219984898061918,0.7283865009962729,0.4524691824850639,2014,4,2,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2014-05-31,0.4634273772204807,0.9984186899094628,0.5406493833375282,0.6749303270820781,0.6664902064584433,2014,5,2,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2014-06-30,0.2079414838035527,0.9724755567749116,0.7536118801912912,0.7692717607885451,0.4266807834833244,2014,6,2,3,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2014-07-31,0.7434691745036573,0.9339527928438558,0.7832871885225271,0.7339272356566464,0.5054072449519775,2014,7,3,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2014-08-31,0.3072100313479624,0.9107758217837902,0.8058142461615908,0.6557429681655997,0.5371700824321259,2014,8,3,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2014-09-30,0.4085684430512017,0.8922854980749924,0.664661464887994,0.7629846487889158,0.579066777584512,2014,9,3,4,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2014-10-31,0.0799373040752351,0.8722002972682077,0.5344827586206896,0.7007357857317806,0.4986009226348029,2014,10,4,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2014-11-30,0.7403343782654127,0.852494218947381,0.3470928769192046,0.732297121068693,0.8463283672389019,2014,11,4,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2014-12-31,0.3296760710553814,0.8582488912740023,0.1744273848477221,0.7176955972011676,0.7844664599561371,2014,12,4,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2015-01-31,0.1661442006269592,0.8728108126034486,0.1281147747294236,0.6961714648855113,0.7277471073130151,2015,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2015-02-28,0.2847439916405433,0.8783296774196327,0.1357241738880298,0.9157222483334768,0.9230237356986202,2015,2,1,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2015-03-31,0.4879832810867294,0.8970279209013317,0.2698212937326957,0.844199108981021,0.9410118732511534,2015,3,1,2,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2015-04-30,0.0956112852664576,0.915417245776892,0.4095142209916939,0.7758931703991048,0.7140638452065009,2015,4,2,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2015-05-31,0.376698014629049,0.9286842716175188,0.6315127107978857,0.637354944625752,0.5858360382496284,2015,5,2,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2015-06-30,0.1541274817136886,0.9173098433161384,0.7722082389462203,0.9519223767567172,0.5432176425483792,2015,6,2,3,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2015-07-31,0.0156739811912225,0.861685866494617,1.0,0.7628059154127746,0.5005992468471303,2015,7,3,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2015-08-31,0.225705329153605,0.8136586601223441,0.8770450541152781,0.7762175383780276,0.4572821889212703,2015,8,3,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2015-09-30,0.0888192267502612,0.7828886872262102,0.7070559610705596,0.7636780680907964,0.4186849824683361,2015,9,3,4,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2015-10-31,0.7105538140020898,0.7643651997214242,0.4923231814749559,0.8272210931862864,0.5190198895863269,2015,10,4,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2015-11-30,0.2528735632183908,0.7368354804378827,0.275698464636295,0.8051789650675545,0.6564319745897302,2015,11,4,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2015-12-31,0.0282131661442006,0.7123583378305451,0.0820538635791593,0.6970734064595563,0.6392649171897453,2015,12,4,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2016-01-31,0.3458725182863114,0.6879377244209148,0.1321419582179713,0.646667284510436,0.7844664599561371,2016,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2016-02-29,0.5423197492163009,0.6641167103635197,0.2627433451660779,0.9067739949557468,0.8494003395337801,2016,2,1,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2016-03-31,0.1954022988505747,0.6612107197448198,0.2777498112257739,0.920041638256886,0.8547984572336083,2016,3,1,2,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2016-04-30,0.5005224660397074,0.6537013811213581,0.4714153871969125,0.86508443497084,0.6939423731377146,2016,4,2,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2016-05-31,0.6165099268547545,0.6611881080657367,0.542537125597785,0.882037626685555,0.8547984572336083,2016,5,2,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2016-06-30,0.3448275862068966,0.6935861218558459,0.7156388958805269,0.9984427027134372,0.7759963699614307,2016,6,2,3,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2016-07-31,0.4545454545454545,0.667270649739061,0.8849735716083564,0.7976307898029298,0.4986009226348029,2016,7,3,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2016-08-31,0.4326018808777429,0.637604126782177,0.8092121822300529,0.6335965789107856,0.3579369280798607,2016,8,3,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2016-09-30,0.2382445141065831,0.6429766617322958,0.6710336437620605,0.8794774365662008,0.5157679800347879,2016,9,3,4,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2016-10-31,0.7910135841170325,0.6557160817276526,0.4606091115026428,0.8733061702733296,0.6029645314981475,2016,10,4,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2016-11-30,0.4346917450365726,0.6720899522742825,0.2866221998489806,0.8976751421592315,0.7455191711411933,2016,11,4,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2016-12-31,0.0271682340647857,0.6981129800082606,0.0763906367983891,0.9094632702912028,0.6301898207668455,2016,12,4,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2017-01-31,0.3197492163009404,0.6952865201228868,0.0,0.7451857834148665,0.6891779475156923,2017,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2017-02-28,0.2267502612330198,0.7083714142722333,0.219742188342742,0.9999999999999998,0.797430883417422,2017,2,1,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2017-03-31,0.3416927899686521,0.7183730444666205,0.3389126604580921,0.888528296141345,0.7663162671103378,2017,3,1,2,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2017-04-30,0.2392894461859979,0.7345924018728498,0.4200478228039265,0.9362517625096812,0.586099977312259,2017,4,2,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2017-05-31,0.2204806687565308,0.72698809419724,0.6053360181223256,0.7508076100699705,0.5734704681237237,2017,5,2,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2017-06-30,0.1013584117032392,0.6449159900749803,0.8781944794026344,0.5282431833076267,0.4219919836648265,2017,6,2,3,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2017-07-31,0.0470219435736677,0.5797182283297204,0.9131638560281904,0.5114769996623925,0.2762610602737654,2017,7,3,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2017-08-31,0.0271682340647857,0.5120414728343288,0.9704253712559778,0.5050591475079933,0.2059290629962944,2017,8,3,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2017-09-30,0.4994775339602925,0.4915221277891506,0.6178454568336271,0.6784901001568882,0.3844815851168415,2017,9,3,4,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2017-10-31,0.0888192267502612,0.4648508985881265,0.4603574125346086,0.6054841357579286,0.3443242834455116,2017,10,4,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2017-11-30,0.3876698014629049,0.4339264125515922,0.2455281483345918,0.656876601153161,0.5603115783105193,2017,11,4,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2017-12-31,0.722048066875653,0.4194240353103979,0.0930027686886483,0.6475543316364694,0.7617787188988883,2017,12,4,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2018-01-31,0.1661442006269592,0.4461058166283271,0.1692675560030204,0.7133000800990315,0.6732965287756183,2018,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2018-02-28,0.425287356321839,0.4659637162229968,0.068983495739096,0.873946631537835,0.737146314322447,2018,2,1,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2018-03-31,1.0,0.5162020217855989,0.2318147495595268,0.7992228408015198,1.0000000000000002,2018,3,1,2,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
2018-04-30,0.1964472309299895,0.6363876184475123,0.5101686383085828,0.710081224389824,0.747863571050442,2018,4,2,2,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2018-05-31,0.4221525600835946,0.7015499552288753,0.61213189025925,0.6709650940336152,0.5417076306435757,2018,5,2,2,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0
2018-06-30,0.3563218390804598,0.7122317124276805,0.7638853930698885,0.6471703858654996,0.3493155864781061,2018,6,2,3,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,-1.0,-1.8369701987210297e-16
2018-07-31,0.0856844305120167,0.6472593137506142,0.9105210168638308,0.4708101917742928,0.2150041594191936,2018,7,3,3,-0.4999999999999997,-0.8660254037844388,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2018-08-31,0.2121212121212121,0.6075305936017994,0.8614397180971557,0.500291269205563,0.2603796415336912,2018,8,3,3,-0.8660254037844385,-0.5000000000000004,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
2018-09-30,0.1233019853709508,0.5923438362070266,0.7305940095645608,0.5386577123451803,0.2789835892006354,2018,9,3,4,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0
2018-10-31,0.6175548589341693,0.563957888008876,0.5278127359677826,0.512665245625997,0.355668153974136,2018,10,4,4,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2018-11-30,0.4263322884012539,0.5579265994748059,0.2900033559862404,0.6536660201372937,0.4876351811237993,2018,11,4,4,-0.5000000000000004,0.8660254037844384,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0
2018-12-31,0.2340647857889237,0.5285932219230782,0.1065945129624968,0.6262039678809503,0.5689329199122737,2018,12,4,1,-2.4492935982947064e-16,1.0,-2.4492935982947064e-16,1.0,1.0,6.123233995736766e-17
2019-01-31,0.2685475444096133,0.5016174887770699,0.0266800906116285,0.6193508668568741,0.5734704681237237,2019,1,1,1,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2019-02-28,0.2424242424242424,0.5145554070123768,0.1810075150120456,0.913733012054573,0.6090416049956244,2019,2,1,1,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17
2019-03-31,0.1943573667711599,0.5459702972983567,0.3144978605587716,0.7773743405069407,0.4532254405203055,2019,3,1,2,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0
